basetime,city_id,NO2,O3,PM10,PM2.5
2015-01-07,AQ028,42.14,17.65,23.45,17.83
2015-01-07,AQ029,2.99,60.21,7.30,2.69
2015-01-07,AQ030,25.22,23.56,9.99,10.96
2015-01-07,AQ031,50.02,4.38,29.14,20.64
2015-01-07,AQ032,4.21,54.64,17.36,8.77
2015-01-07,AQ033,23.99,10.90,28.99,21.84
2015-01-07,AQ034,8.08,36.76,22.97,13.27
2015-01-07,AQ035,2.21,59.35,12.62,3.41
2015-01-07,AQ036,9.24,61.21,17.76,7.75
2015-01-07,AQ037,34.52,7.48,30.04,20.55
2015-01-07,AQ038,8.24,45.97,20.97,17.27
2015-01-07,AQ039,15.95,47.68,30.89,17.01
2015-01-07,AQ040,11.93,44.94,19.81,13.44
2015-01-07,AQ041,12.34,47.01,8.67,7.68
2015-01-07,AQ042,5.38,59.40,9.41,5.72
2015-01-07,AQ043,7.26,53.45,11.74,10.02
2015-01-07,AQ044,52.94,5.90,60.35,39.07
2015-01-07,AQ045,27.92,21.80,23.89,21.17
2015-01-07,AQ046,12.42,43.87,20.27,8.12
2015-01-07,AQ047,26.91,27.90,25.71,18.74
2015-01-07,AQ048,18.25,33.51,16.13,8.43
2015-01-07,AQ049,18.98,38.99,29.72,13.29
2015-01-07,AQ050,25.11,11.23,29.25,20.95
2015-01-08,AQ001,20.74,42.85,12.67,8.06
2015-01-08,AQ002,19.55,39.58,20.53,11.18
2015-01-08,AQ003,24.36,36.58,17.35,10.68
2015-01-08,AQ004,46.57,11.56,27.17,31.55
2015-01-08,AQ005,15.15,29.84,38.43,22.65
2015-01-08,AQ006,22.11,25.09,12.06,9.35
2015-01-08,AQ007,17.34,34.77,9.20,9.29
2015-01-08,AQ008,9.84,58.49,12.82,5.73
2015-01-08,AQ009,20.46,19.77,41.16,31.62
2015-01-08,AQ010,21.07,38.76,11.82,7.32
2015-01-08,AQ011,26.27,9.11,44.32,24.17
2015-01-08,AQ012,22.57,24.89,29.43,27.49
2015-01-08,AQ013,20.20,38.28,6.49,4.96
2015-01-08,AQ014,17.10,35.58,16.44,10.80
2015-01-08,AQ015,8.57,31.75,9.42,3.19
2015-01-08,AQ016,20.35,34.61,11.93,8.55
2015-01-08,AQ017,11.40,42.76,8.09,5.09
2015-01-08,AQ018,23.01,17.30,26.02,19.11
2015-01-08,AQ019,37.07,25.92,55.92,48.06
2015-01-08,AQ020,36.42,34.04,11.68,6.46
2015-01-08,AQ021,17.19,40.04,11.66,6.82
2015-01-08,AQ022,42.32,5.71,42.49,25.56
2015-01-08,AQ023,74.30,6.38,26.00,22.21
2015-01-08,AQ024,35.86,17.46,37.47,19.42
2015-01-08,AQ025,69.10,9.56,74.41,51.54
2015-01-08,AQ026,19.29,33.91,29.36,13.52
2015-01-08,AQ027,17.35,38.07,10.18,8.39
2015-01-08,AQ028,41.55,17.36,29.37,23.53
2015-01-08,AQ029,2.25,58.64,8.89,4.12
2015-01-08,AQ030,19.50,30.03,12.58,6.86
2015-01-08,AQ031,28.59,34.01,16.30,8.38
2015-01-08,AQ032,4.29,45.09,30.45,9.52
2015-01-08,AQ033,17.51,28.32,15.09,10.52
2015-01-08,AQ034,14.79,33.89,49.82,29.51
2015-01-08,AQ035,1.49,66.14,13.09,3.48
2015-01-08,AQ036,10.04,48.62,15.82,9.86
2015-01-08,AQ037,39.53,5.41,35.61,24.48
2015-01-08,AQ038,8.22,48.66,27.80,17.56
2015-01-08,AQ039,19.07,30.13,51.86,22.53
2015-01-08,AQ040,20.02,21.16,24.85,20.45
2015-01-08,AQ041,11.64,42.08,8.59,4.40
2015-01-08,AQ042,9.78,44.92,8.52,5.66
2015-01-08,AQ043,6.94,55.38,17.11,11.31
2015-01-08,AQ044,49.56,7.01,60.03,38.13
2015-01-08,AQ045,30.71,17.31,28.12,21.25
2015-01-08,AQ046,8.69,41.31,17.05,8.24
2015-01-08,AQ047,30.61,16.93,39.32,31.73
2015-01-08,AQ048,12.55,43.89,20.13,14.43
2015-01-08,AQ049,26.05,18.43,47.70,22.81
2015-01-08,AQ050,30.23,4.19,45.47,31.77
2015-01-09,AQ001,14.25,54.58,13.41,6.24
2015-01-09,AQ002,37.45,24.21,50.11,23.56
2015-01-09,AQ003,36.42,24.84,21.20,15.69
2015-01-09,AQ004,42.03,16.81,21.87,20.64
2015-01-09,AQ005,15.50,30.41,34.12,19.86
2015-01-09,AQ006,11.37,62.35,9.67,5.13
2015-01-09,AQ007,9.06,54.89,6.35,4.61
2015-01-09,AQ008,6.20,62.39,14.48,4.86
2015-01-09,AQ009,14.43,47.42,14.89,8.84
2015-01-09,AQ010,12.04,58.19,12.57,6.09
2015-01-09,AQ011,9.91,30.81,25.38,21.12
2015-01-09,AQ012,16.80,28.64,24.22,20.23
2015-01-09,AQ013,13.84,54.87,6.81,4.73
2015-01-09,AQ014,8.13,68.55,17.03,5.04
2015-01-09,AQ015,5.97,34.54,14.50,5.27
2015-01-09,AQ016,10.77,61.03,15.60,5.79
2015-01-09,AQ017,17.06,37.68,7.38,6.56
2015-01-09,AQ018,22.13,25.35,21.28,15.96
2015-01-09,AQ019,32.56,40.24,45.85,40.41
2015-01-09,AQ020,21.36,51.51,12.98,5.94
2015-01-09,AQ021,13.54,55.83,9.06,5.11
2015-01-09,AQ022,42.30,4.93,34.29,20.76
2015-01-09,AQ023,78.12,5.73,24.81,19.46
