basetime,city_id,NO2,O3,PM10,PM2.5
2017-01-02,AQ017,11.82,41.00,6.08,4.56
2017-01-02,AQ018,6.50,54.08,13.08,9.01
2017-01-02,AQ019,27.19,24.29,30.86,29.51
2017-01-02,AQ020,27.81,29.05,15.20,8.24
2017-01-02,AQ021,28.64,13.76,17.01,12.83
2017-01-02,AQ022,27.45,17.23,26.06,22.86
2017-01-02,AQ023,51.01,10.72,24.41,21.14
2017-01-02,AQ024,16.23,38.78,13.04,11.24
2017-01-02,AQ025,61.49,3.75,37.01,34.36
2017-01-02,AQ026,9.51,52.33,7.53,5.02
2017-01-02,AQ027,23.01,25.15,14.48,12.49
2017-01-02,AQ028,35.73,24.80,14.64,13.10
2017-01-02,AQ029,4.28,55.44,3.72,3.07
2017-01-02,AQ030,23.11,31.37,6.47,5.06
2017-01-02,AQ031,43.32,4.66,31.61,24.10
2017-01-02,AQ032,4.32,45.13,9.75,8.95
2017-01-02,AQ033,25.60,14.60,22.75,20.19
2017-01-02,AQ034,6.07,58.46,14.77,11.96
2017-01-02,AQ035,1.00,66.29,7.93,2.47
2017-01-02,AQ036,12.68,39.31,9.49,7.96
2017-01-02,AQ037,28.96,26.51,15.70,14.27
2017-01-02,AQ038,5.04,54.58,10.93,9.85
2017-01-02,AQ039,17.56,47.89,32.54,28.17
2017-01-02,AQ040,13.17,45.32,18.86,17.88
2017-01-02,AQ041,5.29,49.99,3.36,2.11
2017-01-02,AQ042,14.85,39.52,7.50,6.88
2017-01-02,AQ043,5.18,59.30,10.33,9.70
2017-01-02,AQ044,32.10,10.16,27.80,26.19
2017-01-02,AQ045,28.86,18.27,14.74,12.49
2017-01-02,AQ046,14.47,61.87,6.17,4.46
2017-01-02,AQ047,22.84,18.37,16.52,15.01
2017-01-02,AQ048,11.44,34.12,5.81,4.94
2017-01-02,AQ049,18.11,22.58,21.28,17.98
2017-01-02,AQ050,23.18,30.71,17.83,15.80
2017-01-03,AQ001,15.06,41.02,11.29,6.43
2017-01-03,AQ002,39.87,22.78,56.81,49.50
2017-01-03,AQ003,31.24,35.91,14.74,11.37
2017-01-03,AQ004,32.23,18.28,18.03,15.96
2017-01-03,AQ005,16.64,17.42,21.87,20.36
2017-01-03,AQ006,13.56,40.72,9.44,6.11
2017-01-03,AQ007,13.78,27.17,11.09,9.82
2017-01-03,AQ008,13.31,40.91,11.05,8.01
2017-01-03,AQ009,12.13,31.84,12.09,9.97
2017-01-03,AQ010,29.61,18.87,17.88,13.75
2017-01-03,AQ011,17.41,25.49,21.70,20.33
2017-01-03,AQ012,19.17,24.12,14.94,13.17
2017-01-03,AQ013,24.67,27.51,17.23,12.55
2017-01-03,AQ014,10.17,51.13,6.44,3.76
2017-01-03,AQ015,11.99,42.68,5.56,2.88
2017-01-03,AQ016,11.03,53.51,5.62,3.24
2017-01-03,AQ017,16.95,34.84,7.24,5.38
2017-01-03,AQ018,9.29,54.06,47.12,19.62
2017-01-03,AQ019,20.71,27.92,24.30,23.57
2017-01-03,AQ020,41.82,13.38,15.04,10.59
2017-01-03,AQ021,22.94,24.80,16.98,11.60
2017-01-03,AQ022,15.35,28.63,13.53,10.02
2017-01-03,AQ023,61.19,4.73,35.58,25.69
2017-01-03,AQ024,19.19,28.56,12.54,11.30
2017-01-03,AQ025,53.28,4.23,33.69,31.56
2017-01-03,AQ026,11.19,48.08,6.33,5.29
2017-01-03,AQ027,18.94,34.83,14.17,12.10
2017-01-03,AQ028,21.84,45.88,8.84,6.56
2017-01-03,AQ029,4.39,56.74,6.52,5.39
2017-01-03,AQ030,32.38,24.29,12.86,9.80
2017-01-03,AQ031,41.71,7.77,34.77,26.47
2017-01-03,AQ032,4.57,48.87,7.87,7.16
2017-01-03,AQ033,16.22,38.51,9.47,7.76
2017-01-03,AQ034,6.28,45.82,10.88,9.15
2017-01-03,AQ035,4.15,54.98,6.34,3.28
2017-01-03,AQ036,8.01,40.79,6.82,5.73
2017-01-03,AQ037,20.39,39.89,7.91,6.00
2017-01-03,AQ038,5.07,39.60,6.94,6.49
2017-01-03,AQ039,18.76,38.19,22.57,19.51
2017-01-03,AQ040,10.63,45.74,15.04,13.31
2017-01-03,AQ041,8.45,46.83,4.14,3.01
2017-01-03,AQ042,11.14,30.07,6.27,5.84
2017-01-03,AQ043,3.20,68.09,7.17,6.38
2017-01-03,AQ044,27.48,22.17,16.18,15.36
2017-01-03,AQ045,28.08,13.03,21.53,17.46
2017-01-03,AQ046,6.03,73.22,8.47,4.57
2017-01-03,AQ047,17.27,30.52,11.38,9.36
2017-01-03,AQ048,9.79,43.58,7.17,5.64
2017-01-03,AQ049,16.55,31.80,12.29,10.11
2017-01-03,AQ050,22.47,24.87,18.53,16.44
2017-01-04,AQ001,6.76,58.43,11.75,4.78
2017-01-04,AQ002,24.20,36.68,32.35,28.35
2017-01-04,AQ003,32.95,33.30,14.14,11.99
2017-01-04,AQ004,34.12,21.00,21.10,19.10
2017-01-04,AQ005,16.87,23.93,22.34,19.94
2017-01-04,AQ006,8.52,55.26,6.23,3.18
2017-01-04,AQ007,7.85,45.41,5.50,4.68
2017-01-04,AQ008,3.55,61.07,9.54,3.81
2017-01-04,AQ009,8.94,45.59,5.22,4.39
2017-01-04,AQ010,16.51,40.75,13.88,7.57
2017-01-04,AQ011,13.70,22.18,18.57,17.63
2017-01-04,AQ012,16.31,30.27,7.54,6.57
2017-01-04,AQ013,14.78,42.85,12.01,7.62
2017-01-04,AQ014,6.87,53.09,5.93,3.34
2017-01-04,AQ015,17.95,40.86,7.95,3.96
2017-01-04,AQ016,7.72,61.56,8.17,3.19
2017-01-04,AQ017,6.65,45.69,5.04,3.90
2017-01-04,AQ018,18.17,20.20,66.72,34.10
2017-01-04,AQ019,21.44,25.89,20.45,19.56
2017-01-04,AQ020,30.63,27.69,12.90,7.39
2017-01-04,AQ021,21.52,27.59,13.59,8.90
2017-01-04,AQ022,16.62,32.67,13.31,10.23
2017-01-04,AQ023,56.18,4.65,36.13,25.31
2017-01-04,AQ024,12.85,38.69,9.17,7.20
2017-01-04,AQ025,40.97,13.82,24.70,22.98
2017-01-04,AQ026,13.57,44.38,6.76,5.25
2017-01-04,AQ027,9.67,50.80,5.21,4.23
2017-01-04,AQ028,18.49,35.92,6.88,5.54
2017-01-04,AQ029,5.79,54.48,7.88,6.43
2017-01-04,AQ030,9.43,39.86,4.66,3.55
2017-01-04,AQ031,27.22,26.52,17.35,13.02
2017-01-04,AQ032,5.30,48.22,6.02,5.60
2017-01-04,AQ033,11.29,47.72,4.80,3.95
2017-01-04,AQ034,7.88,42.78,12.55,10.41
2017-01-04,AQ035,2.94,57.18,3.94,2.13
2017-01-04,AQ036,5.82,40.23,4.89,3.70
2017-01-04,AQ037,26.12,24.48,9.83,8.38
2017-01-04,AQ038,5.21,49.35,9.11,8.41
2017-01-04,AQ039,18.99,34.22,17.56,14.99
2017-01-04,AQ040,9.56,43.46,11.64,10.56
2017-01-04,AQ041,4.14,52.60,3.05,2.50
2017-01-04,AQ042,3.89,45.22,4.73,4.08
2017-01-04,AQ043,3.77,62.53,5.34,4.71
2017-01-04,AQ044,33.78,17.85,19.42,18.15
2017-01-04,AQ045,24.56,20.47,15.37,11.16
2017-01-04,AQ046,5.04,71.20,13.14,4.96
2017-01-04,AQ047,11.97,46.37,4.83,3.80
2017-01-04,AQ048,9.24,40.15,5.51,4.56
2017-01-04,AQ049,13.08,41.07,7.27,5.80
2017-01-04,AQ050,21.53,26.69,14.14,11.99
2017-01-05,AQ001,14.90,42.94,9.82,5.39
2017-01-05,AQ002,10.07,58.12,9.26,8.09
2017-01-05,AQ003,25.01,42.01,12.23,8.84
2017-01-05,AQ004,35.64,17.12,16.57,14.46
2017-01-05,AQ005,11.28,31.44,12.92,11.83
2017-01-05,AQ006,9.53,54.07,5.25,3.08
2017-01-05,AQ007,11.65,39.97,8.84,6.50
2017-01-05,AQ008,5.20,54.89,10.95,3.66
2017-01-05,AQ009,6.50,53.83,6.07,5.07
2017-01-05,AQ010,34.65,22.81,14.70,7.81
2017-01-05,AQ011,12.15,27.42,16.54,15.84
2017-01-05,AQ012,11.20,48.07,6.68,6.00
2017-01-05,AQ013,29.16,22.78,13.30,8.21
2017-01-05,AQ014,6.29,56.76,3.20,2.66
2017-01-05,AQ015,13.80,39.05,7.54,4.61
2017-01-05,AQ016,11.88,47.86,5.43,4.26
2017-01-05,AQ017,9.12,47.41,5.75,4.32
2017-01-05,AQ018,21.06,11.07,52.87,32.32
2017-01-05,AQ019,14.42,39.64,11.89,11.41
2017-01-05,AQ020,57.67,9.71,26.87,16.71
2017-01-05,AQ021,27.39,29.53,12.71,8.62
2017-01-05,AQ022,12.58,35.62,11.59,7.75
2017-01-05,AQ023,52.94,3.27,27.78,20.08
2017-01-05,AQ024,8.15,42.48,6.64,4.08
2017-01-05,AQ025,21.77,33.73,4.13,3.56
2017-01-05,AQ026,10.31,46.63,4.59,3.73
2017-01-05,AQ027,15.32,46.96,6.20,5.15
2017-01-05,AQ028,18.30,38.18,5.26,4.20
2017-01-05,AQ029,5.56,53.93,6.21,4.89
2017-01-05,AQ030,20.28,29.95,10.60,8.24
2017-01-05,AQ031,39.11,19.17,23.96,16.08
2017-01-05,AQ032,4.07,46.55,2.69,2.56
2017-01-05,AQ033,11.11,56.25,6.84,5.03
2017-01-05,AQ034,5.90,47.66,4.23,3.88
2017-01-05,AQ035,1.03,71.75,5.39,1.75
2017-01-05,AQ036,6.17,47.42,4.95,3.89
2017-01-05,AQ037,15.22,38.04,5.27,4.07
2017-01-05,AQ038,4.72,43.15,7.77,7.20
2017-01-05,AQ039,12.06,42.91,10.41,9.25
2017-01-05,AQ040,10.11,45.60,8.28,7.49
2017-01-05,AQ041,8.21,51.38,4.48,3.14
2017-01-05,AQ042,3.06,53.36,3.81,3.09
2017-01-05,AQ043,3.38,58.85,3.62,3.17
2017-01-05,AQ044,22.11,29.54,7.17,6.43
2017-01-05,AQ045,22.65,27.19,11.96,8.72
2017-01-05,AQ046,3.51,69.56,11.73,4.63
2017-01-05,AQ047,10.27,52.60,6.20,4.73
2017-01-05,AQ048,5.25,41.98,5.08,4.54
2017-01-05,AQ049,11.15,45.99,8.08,6.99
2017-01-05,AQ050,13.87,42.11,9.38,8.35
2017-01-06,AQ001,40.44,10.24,14.72,9.84
2017-01-06,AQ002,6.34,66.71,7.40,6.88
2017-01-06,AQ003,17.35,44.57,6.10,4.68
2017-01-06,AQ004,35.51,23.79,17.94,14.65
2017-01-06,AQ005,7.45,47.88,9.47,8.95
2017-01-06,AQ006,25.36,30.93,9.38,6.38
2017-01-06,AQ007,15.10,35.96,9.78,9.02
2017-01-06,AQ008,17.04,41.09,12.51,6.86
2017-01-06,AQ009,5.64,60.14,7.84,6.63
2017-01-06,AQ010,38.99,12.69,21.52,15.68
2017-01-06,AQ011,11.14,38.54,6.51,6.13
2017-01-06,AQ012,12.24,56.55,9.81,8.58
2017-01-06,AQ013,34.78,13.84,14.45,10.31
2017-01-06,AQ014,19.21,49.28,5.82,4.63
2017-01-06,AQ015,12.68,39.57,4.01,3.18
2017-01-06,AQ016,36.44,19.71,10.87,7.75
2017-01-06,AQ017,25.63,39.35,12.75,10.22
2017-01-06,AQ018,18.28,18.15,15.05,13.11
2017-01-06,AQ019,12.69,54.09,9.77,9.45
2017-01-06,AQ020,51.16,13.15,23.06,12.59
2017-01-06,AQ021,38.65,14.79,16.58,11.09
2017-01-06,AQ022,15.25,36.67,15.14,11.81
2017-01-06,AQ023,49.49,11.80,18.75,14.47
2017-01-06,AQ024,23.82,27.94,9.68,7.89
2017-01-06,AQ025,38.46,20.50,11.26,10.51
2017-01-06,AQ026,13.56,47.89,4.48,3.59
2017-01-06,AQ027,27.26,31.00,11.25,9.33
2017-01-06,AQ028,9.99,51.69,3.91,2.75
2017-01-06,AQ029,5.05,57.30,6.69,5.51
2017-01-06,AQ030,19.94,29.02,10.19,5.95
2017-01-06,AQ031,62.33,5.37,37.68,27.21
2017-01-06,AQ032,3.85,49.72,5.07,4.53
2017-01-06,AQ033,15.26,50.66,10.63,7.07
2017-01-06,AQ034,6.42,44.28,5.37,5.09
2017-01-06,AQ035,2.35,72.92,6.51,2.55
2017-01-06,AQ036,18.58,37.18,18.05,11.51
2017-01-06,AQ037,9.96,54.43,4.07,3.14
2017-01-06,AQ038,4.18,53.28,6.57,5.93
2017-01-06,AQ039,8.66,45.46,7.96,7.55
2017-01-06,AQ040,8.01,40.59,5.24,5.02
2017-01-06,AQ041,11.43,43.86,6.49,5.07
2017-01-06,AQ042,12.76,53.09,8.93,7.46
2017-01-06,AQ043,5.88,40.44,3.79,3.24
2017-01-06,AQ044,37.43,16.27,14.67,13.47
2017-01-06,AQ045,19.76,28.42,14.71,10.53
2017-01-06,AQ046,3.31,69.97,7.81,3.02
2017-01-06,AQ047,8.28,58.55,7.18,5.64
2017-01-06,AQ048,7.42,40.69,6.80,5.05
2017-01-06,AQ049,10.97,44.72,14.39,9.97
2017-01-06,AQ050,7.10,59.07,5.64,4.88
2017-01-07,AQ001,31.15,15.13,14.22,9.98
2017-01-07,AQ002,12.54,54.69,10.92,8.53
2017-01-07,AQ003,13.42,42.91,4.98,4.11
2017-01-07,AQ004,37.37,20.85,19.38,16.69
2017-01-07,AQ005,9.41,44.41,12.11,11.25
2017-01-07,AQ006,23.88,31.55,14.67,11.51
2017-01-07,AQ007,16.22,35.08,8.53,7.02
2017-01-07,AQ008,18.36,26.36,11.17,9.66
2017-01-07,AQ009,8.84,55.73,12.32,10.24
2017-01-07,AQ010,24.24,23.06,18.57,16.94
2017-01-07,AQ011,12.46,32.61,14.36,11.18
2017-01-07,AQ012,17.14,44.49,13.59,12.44
2017-01-07,AQ013,30.97,17.29,14.52,10.47
2017-01-07,AQ014,21.83,23.71,10.10,7.70
2017-01-07,AQ015,21.31,36.61,5.55,5.00
2017-01-07,AQ016,28.53,15.21,16.36,12.62
2017-01-07,AQ017,7.45,53.75,4.15,3.00
2017-01-07,AQ018,18.84,19.40,19.15,15.49
2017-01-07,AQ019,18.59,46.00,19.75,18.87
2017-01-07,AQ020,37.98,10.44,15.02,13.66
2017-01-07,AQ021,36.59,15.73,20.75,17.13
2017-01-07,AQ022,24.39,23.24,15.81,15.01
2017-01-07,AQ023,57.85,9.98,24.09,16.82
2017-01-07,AQ024,23.68,31.37,12.23,10.47
2017-01-07,AQ025,49.05,6.52,19.92,18.93
2017-01-07,AQ026,13.27,38.91,7.39,5.93
2017-01-07,AQ027,30.40,22.01,10.82,9.47
2017-01-07,AQ028,13.07,52.17,4.55,3.68
2017-01-07,AQ029,3.11,56.26,9.44,5.64
2017-01-07,AQ030,24.75,27.05,15.14,10.19
2017-01-07,AQ031,44.89,6.11,24.59,21.34
2017-01-07,AQ032,3.07,53.99,7.18,6.57
2017-01-07,AQ033,25.22,39.32,14.94,12.34
2017-01-07,AQ034,5.49,49.00,10.60,9.88
2017-01-07,AQ035,1.71,63.41,6.08,3.51
2017-01-07,AQ036,9.83,43.79,11.67,10.70
2017-01-07,AQ037,12.84,55.70,5.88,5.08
2017-01-07,AQ038,4.56,49.60,10.82,10.24
2017-01-07,AQ039,8.25,47.89,16.75,12.61
2017-01-07,AQ040,6.96,45.29,10.83,8.27
2017-01-07,AQ041,14.17,38.46,4.81,4.38
2017-01-07,AQ042,5.21,54.90,4.33,3.34
2017-01-07,AQ043,5.26,46.64,7.46,6.05
2017-01-07,AQ044,29.59,9.14,20.56,19.84
2017-01-07,AQ045,21.15,25.17,16.85,13.61
2017-01-07,AQ046,2.83,78.92,6.67,2.39
2017-01-07,AQ047,16.85,45.33,11.63,9.74
2017-01-07,AQ048,17.15,28.45,12.81,12.20
2017-01-07,AQ049,31.28,22.45,27.14,19.92
2017-01-07,AQ050,12.76,51.81,9.60,8.78
2017-01-08,AQ001,29.90,27.17,16.08,9.42
2017-01-08,AQ002,24.65,29.14,16.67,13.58
2017-01-08,AQ003,15.42,41.04,8.01,6.69
2017-01-08,AQ004,34.15,20.76,15.09,13.62
2017-01-08,AQ005,13.65,41.69,17.37,16.32
2017-01-08,AQ006,31.77,7.48,29.95,21.99
2017-01-08,AQ007,14.84,37.69,8.46,7.48
2017-01-08,AQ008,22.14,19.65,16.82,14.26
2017-01-08,AQ009,15.31,50.79,17.06,15.86
2017-01-08,AQ010,35.37,2.32,29.82,25.69
2017-01-08,AQ011,12.41,39.95,15.33,14.52
2017-01-08,AQ012,21.68,36.73,17.35,15.73
2017-01-08,AQ013,37.14,5.38,25.26,18.87
2017-01-08,AQ014,24.59,22.44,11.17,9.78
2017-01-08,AQ015,11.51,43.36,8.90,7.40
2017-01-08,AQ016,28.35,7.03,19.61,13.06
2017-01-08,AQ017,6.80,54.38,5.42,4.03
2017-01-08,AQ018,24.04,26.02,22.58,17.15
2017-01-08,AQ019,26.11,37.67,32.57,31.33
2017-01-08,AQ020,45.95,6.55,24.92,21.28
2017-01-08,AQ021,30.74,12.59,21.08,15.78
2017-01-08,AQ022,20.20,19.69,15.36,13.65
2017-01-08,AQ023,55.06,5.94,20.53,16.45
2017-01-08,AQ024,15.96,32.13,9.36,7.86
2017-01-08,AQ025,48.57,8.08,24.59,23.22
2017-01-08,AQ026,19.39,43.28,15.31,11.71
2017-01-08,AQ027,20.81,35.09,10.52,8.99
2017-01-08,AQ028,19.77,41.36,7.93,7.04
2017-01-08,AQ029,4.44,51.01,4.74,3.06
2017-01-08,AQ030,31.62,19.75,20.15,16.19
2017-01-08,AQ031,48.88,3.24,34.42,29.17
2017-01-08,AQ032,3.40,55.06,6.15,5.82
2017-01-08,AQ033,38.58,16.00,32.69,25.23
2017-01-08,AQ034,5.98,47.58,13.20,12.25
2017-01-08,AQ035,1.98,66.12,5.14,2.39
2017-01-08,AQ036,13.37,40.26,18.20,16.72
2017-01-08,AQ037,29.78,26.64,12.10,11.15
2017-01-08,AQ038,6.23,45.01,17.46,16.25
2017-01-08,AQ039,10.23,49.53,20.03,14.87
2017-01-08,AQ040,8.25,46.86,13.59,12.42
2017-01-08,AQ041,9.40,43.67,5.76,4.85
2017-01-08,AQ042,6.72,48.45,5.41,4.45
2017-01-08,AQ043,5.44,53.52,10.09,8.61
2017-01-08,AQ044,40.80,10.78,22.63,21.84
2017-01-08,AQ045,22.54,21.25,14.07,11.94
2017-01-08,AQ046,4.47,77.78,4.68,2.52
2017-01-08,AQ047,24.08,35.61,18.57,15.67
2017-01-08,AQ048,19.51,22.66,17.59,16.12
2017-01-08,AQ049,41.52,12.60,40.28,32.99
2017-01-08,AQ050,18.32,36.03,14.23,13.28
2017-01-09,AQ001,39.32,6.25,15.95,12.44
2017-01-09,AQ002,25.76,27.40,23.30,18.85
2017-01-09,AQ003,19.92,42.61,10.73,8.63
2017-01-09,AQ004,38.25,20.25,14.59,13.18
2017-01-09,AQ005,15.21,39.04,19.18,17.06
2017-01-09,AQ006,28.16,3.77,26.07,20.17
2017-01-09,AQ007,15.82,34.97,11.44,10.28
2017-01-09,AQ008,14.41,40.32,13.64,9.16
2017-01-09,AQ009,15.14,50.94,15.75,13.29
2017-01-09,AQ010,29.53,9.49,17.45,14.27
2017-01-09,AQ011,23.64,26.77,24.59,22.25
2017-01-09,AQ012,23.51,35.78,14.89,13.27
2017-01-09,AQ013,34.85,16.21,20.10,14.11
2017-01-09,AQ014,20.62,38.24,13.62,9.66
2017-01-09,AQ015,7.89,58.34,7.44,3.76
2017-01-09,AQ016,34.38,15.00,15.54,11.65
2017-01-09,AQ017,9.70,48.80,5.67,4.16
2017-01-09,AQ018,29.31,22.92,22.74,16.87
2017-01-09,AQ019,35.38,20.23,35.65,32.93
2017-01-09,AQ020,29.66,31.31,14.64,9.80
2017-01-09,AQ021,35.22,8.82,21.28,16.96
2017-01-09,AQ022,27.87,14.97,17.82,15.58
2017-01-09,AQ023,63.10,6.49,24.41,15.09
2017-01-09,AQ024,18.95,24.52,14.10,11.68
2017-01-09,AQ025,52.89,2.59,32.02,33.75
2017-01-09,AQ026,19.67,33.91,12.73,10.93
2017-01-09,AQ027,31.74,19.01,16.98,15.23
2017-01-09,AQ028,19.60,35.64,6.83,5.58
2017-01-09,AQ029,3.63,54.88,5.65,3.24
2017-01-09,AQ030,33.67,20.56,16.77,14.07
2017-01-09,AQ031,36.82,10.49,19.03,15.42
2017-01-09,AQ032,4.57,55.80,7.88,7.20
2017-01-09,AQ033,42.63,3.31,38.10,30.20
2017-01-09,AQ034,8.46,45.80,12.17,11.04
2017-01-09,AQ035,2.98,59.05,3.13,2.13
2017-01-09,AQ036,11.76,36.00,15.10,12.63
2017-01-09,AQ037,21.76,29.01,7.73,7.26
2017-01-09,AQ038,8.80,43.04,13.95,12.91
2017-01-09,AQ039,12.33,46.59,20.72,15.37
2017-01-09,AQ040,13.90,43.72,12.00,11.63
2017-01-09,AQ041,9.83,47.54,7.58,5.02
2017-01-09,AQ042,7.54,48.68,7.26,4.53
2017-01-09,AQ043,4.94,65.51,9.26,7.85
2017-01-09,AQ044,41.72,3.63,25.42,25.77
2017-01-09,AQ045,25.33,21.00,12.42,9.78
2017-01-09,AQ046,4.87,72.56,5.00,3.14
2017-01-09,AQ047,23.56,32.57,19.93,17.28
2017-01-09,AQ048,20.25,17.94,28.07,24.07
2017-01-09,AQ049,52.82,5.91,72.22,55.00
2017-01-09,AQ050,22.88,27.48,18.67,16.98
2017-01-10,AQ001,33.19,19.48,14.30,8.01
2017-01-10,AQ002,11.27,58.74,11.08,9.30
2017-01-10,AQ003,19.24,42.12,7.94,6.69
2017-01-10,AQ004,39.69,13.31,16.54,13.54
2017-01-10,AQ005,11.29,40.50,17.68,16.13
2017-01-10,AQ006,24.51,29.48,21.90,17.43
2017-01-10,AQ007,15.08,39.55,6.67,5.37
2017-01-10,AQ008,9.65,44.56,12.81,5.33
2017-01-10,AQ009,20.69,32.14,29.86,26.72
2017-01-10,AQ010,30.91,18.47,14.61,9.44
2017-01-10,AQ011,12.48,36.64,19.00,17.39
2017-01-10,AQ012,30.32,20.30,13.57,12.48
2017-01-10,AQ013,32.44,18.05,13.32,9.17
2017-01-10,AQ014,18.07,34.50,18.34,11.87
2017-01-10,AQ015,6.83,57.42,12.88,4.16
2017-01-10,AQ016,30.68,16.10,18.52,14.46
2017-01-10,AQ017,8.55,44.20,10.80,8.40
2017-01-10,AQ018,10.88,57.88,15.28,7.90
2017-01-10,AQ019,17.95,41.28,20.58,19.57
2017-01-10,AQ020,36.82,19.05,18.33,7.91
2017-01-10,AQ021,31.27,16.11,14.53,9.54
2017-01-10,AQ022,33.07,13.84,12.26,11.09
2017-01-10,AQ023,56.35,5.71,27.08,16.95
2017-01-10,AQ024,23.10,33.55,13.40,10.95
2017-01-10,AQ025,44.44,8.65,27.75,26.62
2017-01-10,AQ026,18.99,45.33,16.42,14.09
2017-01-10,AQ027,31.55,21.77,15.95,12.85
2017-01-10,AQ028,19.03,38.29,7.70,6.65
2017-01-10,AQ029,2.87,65.63,16.36,6.87
2017-01-10,AQ030,15.63,34.73,6.50,4.00
2017-01-10,AQ031,39.51,16.75,19.89,11.34
2017-01-10,AQ032,5.72,50.26,10.43,9.66
2017-01-10,AQ033,24.14,35.10,20.82,18.77
2017-01-10,AQ034,5.96,45.96,11.21,9.88
2017-01-10,AQ035,2.81,57.22,3.90,2.78
2017-01-10,AQ036,11.52,41.03,20.64,17.77
2017-01-10,AQ037,26.72,23.93,10.59,10.08
2017-01-10,AQ038,6.55,42.51,13.30,12.71
2017-01-10,AQ039,12.71,44.14,16.89,14.21
2017-01-10,AQ040,13.88,39.77,11.69,10.14
2017-01-10,AQ041,8.80,41.26,9.71,6.72
2017-01-10,AQ042,6.90,46.37,11.18,8.96
2017-01-10,AQ043,5.83,63.89,9.15,8.32
2017-01-10,AQ044,46.84,6.19,25.32,24.54
2017-01-10,AQ045,14.06,36.30,6.42,4.50
2017-01-10,AQ046,4.72,69.53,6.64,3.37
2017-01-10,AQ047,18.10,46.02,24.00,18.55
2017-01-10,AQ048,13.04,37.45,18.59,16.65
